model,n_features,cv_accuracy,cv_precision,cv_recall,cv_f1,cv_roc_auc,cv_pr_auc,cv_balanced_accuracy,cv_mcc,cv_brier,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_mcc,test_brier
random_forest,78,0.9767136766152837,0.9681107099879663,0.9889366933005531,0.9784128914563697,0.9966848115961573,0.996649551955124,0.9758326223183498,0.9533975758157873,0.018465875879158926,0.9776902887139107,0.975609756097561,0.9828009828009828,0.9791921664626683,0.9980447797349207,0.9982796495102162,0.977315984358238,0.9551775247008389,0.01763279381743949
gradient_boosting,78,0.9783535585437848,0.9762050030506406,0.9834050399508297,0.9797917942437232,0.997175822551407,0.9971051943558862,0.9779894398066384,0.9565173216118152,0.01630782737823803,0.9816272965879265,0.9851851851851852,0.9803439803439803,0.9827586206896551,0.9984911928573901,0.9987112922852893,0.981721285946638,0.9631093391177115,0.0139914751655666
